Season,Life History,Year,Plot,Quadrat,Ambr_arte,Amsi_tess,Andr_occi,Astr_allo,Astr_nutt,Bail_mult,Brom_rube,Caly_wrig,Chae_stev,Chem_frem,Chor_tene,Cryp_cras,Cryp_micr,Cryp_sp3,Cryp_sp4,Dale_brac,Desc_pinn,Delp_sp1,D_sp2,Dith_wisl,Eria_diff,Erig_dive,Erio_aber,Erio_lemm,Erod_cicu,Erod_texa,Esch_mexi,Gili_sinu,Hapl_grac,Lapp_redo,Lepi_lasi,Lesq_gord,Lina_bige,Lina_texa,Lupi_cocc,Lupi_sp,Lupi_sp2,Mala_fend,Micr_lene,Nama_hisp,Oeno_prim,Oeno_sp,Pani_hirt,Pect_sp,Phac_ariz,Plag_arix,Plan_purs,Schi_barb,Sper_echi,Step_exig,Verb_ence,Vulp_octo,unk1,unk2,unk3,unk4,unk5,Desc_sp2,ukn_grass,Astr_spp
Winter,Annual,1983,18,77,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,0,-99,-99,-99,0,-99,-99,-99,1,0,8,-99,1,0,0,0,0,-99,0,0,-99,-99,-99,0,-99,0,0,-99,-99,0,-99,-99,1,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,19,11,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,0,-99,-99,-99,0,-99,-99,-99,2,0,80,-99,0,0,0,0,0,-99,0,0,-99,-99,-99,0,-99,2,0,-99,-99,0,-99,-99,2,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,19,13,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,1,0,-99,-99,-99,1,-99,-99,-99,13,0,88,-99,0,0,0,0,0,-99,3,0,-99,-99,-99,0,-99,2,2,-99,-99,0,-99,-99,2,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,19,15,-99,-99,-99,0,2,0,-99,-99,0,-99,-99,0,0,-99,-99,-99,2,-99,-99,-99,156,0,35,-99,0,0,0,0,0,-99,3,0,-99,-99,-99,0,-99,3,0,-99,-99,0,-99,-99,1,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,19,17,-99,-99,-99,0,1,0,-99,-99,0,-99,-99,2,1,-99,-99,-99,4,-99,-99,-99,360,0,37,-99,0,0,0,0,0,-99,0,0,-99,-99,-99,0,-99,1,0,-99,-99,0,-99,-99,1,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,19,31,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,0,-99,-99,-99,0,-99,-99,-99,20,0,19,-99,0,0,0,0,0,-99,1,0,-99,-99,-99,0,-99,3,0,-99,-99,0,-99,-99,0,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,19,33,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,0,-99,-99,-99,0,-99,-99,-99,11,0,71,-99,0,0,0,0,0,-99,0,0,-99,-99,-99,0,-99,1,0,-99,-99,0,-99,-99,0,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,19,35,-99,-99,-99,0,1,0,-99,-99,0,-99,-99,0,0,-99,-99,-99,0,-99,-99,-99,5,0,6,-99,0,0,0,0,0,-99,1,2,-99,-99,-99,0,-99,0,0,-99,-99,0,-99,-99,0,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,19,37,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,0,-99,-99,-99,0,-99,-99,-99,69,0,51,-99,0,0,0,1,0,-99,15,0,-99,-99,-99,0,-99,1,0,-99,-99,0,-99,-99,1,-99,0,-99,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,19,51,-99,-99,-99,0,1,0,-99,-99,0,-99,-99,0,0,-99,-99,-99,0,-99,-99,-99,1,0,9,-99,0,0,0,0,0,-99,1,5,-99,-99,-99,0,-99,1,0,-99,-99,0,-99,-99,0,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,19,53,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,3,0,-99,-99,-99,8,-99,-99,-99,10,0,177,-99,0,0,0,0,0,-99,7,2,-99,-99,-99,0,-99,3,0,-99,-99,0,-99,-99,5,-99,0,-99,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,19,55,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,0,-99,-99,-99,0,-99,-99,-99,0,0,6,-99,3,0,0,0,0,-99,0,2,-99,-99,-99,0,-99,1,0,-99,-99,0,-99,-99,0,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,19,57,-99,-99,-99,0,0,0,-99,-99,1,-99,-99,0,0,-99,-99,-99,2,-99,-99,-99,7,0,61,-99,0,0,0,0,0,-99,2,0,-99,-99,-99,0,-99,2,0,-99,-99,0,-99,-99,2,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,19,71,-99,-99,-99,0,3,0,-99,-99,0,-99,-99,0,0,-99,-99,-99,0,-99,-99,-99,0,0,1,-99,0,0,0,0,0,-99,2,2,-99,-99,-99,0,-99,0,0,-99,-99,0,-99,-99,0,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,19,73,-99,-99,-99,0,4,0,-99,-99,0,-99,-99,0,0,-99,-99,-99,0,-99,-99,-99,1,0,2,-99,0,0,0,0,0,-99,0,0,-99,-99,-99,0,-99,0,0,-99,-99,0,-99,-99,0,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,19,75,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,0,-99,-99,-99,0,-99,-99,-99,1,0,2,-99,5,0,0,0,0,-99,1,0,-99,-99,-99,0,-99,1,0,-99,-99,0,-99,-99,0,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,19,77,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,0,-99,-99,-99,0,-99,-99,-99,49,0,40,-99,0,0,0,0,0,-99,4,1,-99,-99,-99,0,-99,0,0,-99,-99,0,-99,-99,6,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,20,11,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,0,-99,-99,-99,0,-99,-99,-99,0,0,6,-99,0,0,0,0,0,-99,0,0,-99,-99,-99,0,-99,0,0,-99,-99,0,-99,-99,0,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,20,13,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,0,-99,-99,-99,1,-99,-99,-99,0,0,1,-99,0,0,0,0,0,-99,0,0,-99,-99,-99,0,-99,0,0,-99,-99,0,-99,-99,0,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,20,15,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,0,-99,-99,-99,9,-99,-99,-99,1,0,21,-99,0,0,0,1,0,-99,0,0,-99,-99,-99,0,-99,1,0,-99,-99,0,-99,-99,9,-99,0,-99,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,20,17,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,0,-99,-99,-99,0,-99,-99,-99,5,0,44,-99,0,0,0,0,0,-99,0,0,-99,-99,-99,0,-99,2,0,-99,-99,0,-99,-99,1,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,20,31,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,0,-99,-99,-99,2,-99,-99,-99,0,0,10,-99,0,0,0,0,0,-99,0,0,-99,-99,-99,0,-99,0,0,-99,-99,0,-99,-99,3,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,20,33,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,0,-99,-99,-99,25,-99,-99,-99,5,0,42,-99,0,0,0,0,0,-99,0,0,-99,-99,-99,0,-99,0,0,-99,-99,0,-99,-99,0,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,20,35,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,0,-99,-99,-99,0,-99,-99,-99,1,0,6,-99,0,0,0,0,0,-99,0,0,-99,-99,-99,0,-99,0,0,-99,-99,0,-99,-99,0,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,20,37,-99,-99,-99,0,0,1,-99,-99,0,-99,-99,0,0,-99,-99,-99,1,-99,-99,-99,0,0,16,-99,0,0,0,0,0,-99,0,0,-99,-99,-99,0,-99,2,0,-99,-99,0,-99,-99,0,-99,0,-99,2,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,20,51,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,0,-99,-99,-99,2,-99,-99,-99,0,0,9,-99,0,0,0,0,0,-99,0,0,-99,-99,-99,0,-99,0,0,-99,-99,0,-99,-99,2,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,20,53,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,0,-99,-99,-99,3,-99,-99,-99,2,0,49,-99,0,0,0,0,0,-99,0,0,-99,-99,-99,0,-99,1,0,-99,-99,0,-99,-99,0,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,20,55,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,0,-99,-99,-99,1,-99,-99,-99,0,0,3,-99,0,0,0,1,0,-99,0,0,-99,-99,-99,0,-99,2,0,-99,-99,0,-99,-99,0,-99,0,-99,2,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,20,57,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,0,-99,-99,-99,2,-99,-99,-99,1,0,9,-99,0,0,0,0,0,-99,0,0,-99,-99,-99,0,-99,2,0,-99,-99,0,-99,-99,1,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,20,71,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,0,-99,-99,-99,1,-99,-99,-99,1,0,20,-99,0,0,0,0,0,-99,0,0,-99,-99,-99,0,-99,2,0,-99,-99,0,-99,-99,0,-99,0,-99,2,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,20,73,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,0,-99,-99,-99,3,-99,-99,-99,0,0,18,-99,0,0,0,0,0,-99,0,0,-99,-99,-99,0,-99,0,0,-99,-99,0,-99,-99,0,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,20,75,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,0,-99,-99,-99,2,-99,-99,-99,0,0,7,-99,0,0,0,0,0,-99,0,0,-99,-99,-99,0,-99,0,0,-99,-99,0,-99,-99,1,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,20,77,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,0,-99,-99,-99,8,-99,-99,-99,0,0,35,-99,0,0,0,0,0,-99,0,0,-99,-99,-99,0,-99,0,0,-99,-99,0,-99,-99,1,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,21,11,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,1,0,-99,-99,-99,4,-99,-99,-99,84,0,25,-99,0,0,0,0,0,-99,1,1,-99,-99,-99,1,-99,5,0,-99,-99,0,-99,-99,1,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,21,13,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,3,-99,-99,-99,0,-99,-99,-99,24,0,35,-99,0,0,0,0,0,-99,0,0,-99,-99,-99,0,-99,1,0,-99,-99,0,-99,-99,0,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,21,15,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,5,0,-99,-99,-99,6,-99,-99,-99,32,0,47,-99,0,0,0,0,0,-99,1,1,-99,-99,-99,0,-99,1,1,-99,-99,0,-99,-99,0,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,21,17,-99,-99,-99,0,4,0,-99,-99,0,-99,-99,0,0,-99,-99,-99,0,-99,-99,-99,11,0,13,-99,0,0,0,0,13,-99,1,4,-99,-99,-99,0,-99,2,0,-99,-99,0,-99,-99,3,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,21,31,-99,-99,-99,0,1,0,-99,-99,0,-99,-99,0,2,-99,-99,-99,3,-99,-99,-99,64,0,44,-99,3,0,0,0,0,-99,0,5,-99,-99,-99,0,-99,2,0,-99,-99,0,-99,-99,0,-99,0,-99,3,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,21,33,-99,-99,-99,0,1,0,-99,-99,1,-99,-99,1,0,-99,-99,-99,5,-99,-99,-99,34,0,23,-99,0,0,0,0,0,-99,0,0,-99,-99,-99,0,-99,20,1,-99,-99,0,-99,-99,2,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,21,35,-99,-99,-99,0,0,1,-99,-99,0,-99,-99,0,1,-99,-99,-99,8,-99,-99,-99,10,0,50,-99,0,0,0,0,0,-99,0,0,-99,-99,-99,0,-99,2,0,-99,-99,0,-99,-99,4,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,21,37,-99,-99,-99,0,0,1,-99,-99,0,-99,-99,0,0,-99,-99,-99,4,-99,-99,-99,85,0,41,-99,0,0,0,0,0,-99,0,0,-99,-99,-99,0,-99,11,0,-99,-99,0,-99,-99,2,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,21,51,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,0,-99,-99,-99,13,-99,-99,-99,14,0,76,-99,0,0,0,0,1,-99,0,1,-99,-99,-99,0,-99,7,0,-99,-99,0,-99,-99,2,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,21,53,-99,-99,-99,0,0,1,-99,-99,0,-99,-99,0,0,-99,-99,-99,0,-99,-99,-99,0,0,8,-99,0,0,0,0,0,-99,0,0,-99,-99,-99,0,-99,1,0,-99,-99,0,-99,-99,0,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,21,55,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,6,-99,-99,-99,1,-99,-99,-99,13,0,175,-99,0,0,0,0,0,-99,0,0,-99,-99,-99,0,-99,4,3,-99,-99,0,-99,-99,0,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,21,57,-99,-99,-99,0,2,0,-99,-99,0,-99,-99,2,23,-99,-99,-99,0,-99,-99,-99,186,4,21,-99,0,0,0,3,0,-99,0,0,-99,-99,-99,0,-99,4,11,-99,-99,0,-99,-99,0,-99,0,-99,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,21,71,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,1,-99,-99,-99,5,-99,-99,-99,14,0,69,-99,0,0,0,0,0,-99,0,0,-99,-99,-99,0,-99,5,0,-99,-99,0,-99,-99,1,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,21,73,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,0,-99,-99,-99,5,-99,-99,-99,5,0,45,-99,0,0,0,0,0,-99,0,0,-99,-99,-99,0,-99,2,0,-99,-99,0,-99,-99,0,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,21,75,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,0,-99,-99,-99,1,-99,-99,-99,16,0,239,-99,0,0,0,1,0,-99,0,0,-99,-99,-99,0,-99,2,0,-99,-99,0,-99,-99,0,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,21,77,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,2,-99,-99,-99,1,-99,-99,-99,25,0,56,-99,0,1,0,0,0,-99,0,0,-99,-99,-99,0,-99,3,1,-99,-99,0,-99,-99,1,-99,0,-99,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,22,11,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,1,0,-99,-99,-99,11,-99,-99,-99,9,0,38,-99,0,0,0,0,0,-99,0,0,-99,-99,-99,0,-99,1,0,-99,-99,0,-99,-99,1,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,22,13,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,1,-99,-99,-99,2,-99,-99,-99,0,0,21,-99,0,0,0,0,0,-99,0,0,-99,-99,-99,0,-99,3,0,-99,-99,0,-99,-99,2,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,22,15,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,13,-99,-99,-99,9,-99,-99,-99,29,0,23,-99,0,1,0,3,0,-99,0,0,-99,-99,-99,0,-99,3,0,-99,-99,0,-99,-99,0,-99,0,-99,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,22,17,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,1,18,-99,-99,-99,11,-99,-99,-99,113,0,75,-99,0,0,0,2,1,-99,0,0,-99,-99,-99,0,-99,6,1,-99,-99,0,-99,-99,0,-99,0,-99,2,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,22,31,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,3,-99,-99,-99,1,-99,-99,-99,2,0,24,-99,0,0,0,0,0,-99,0,0,-99,-99,-99,0,-99,1,0,-99,-99,0,-99,-99,2,-99,0,-99,2,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,22,33,-99,-99,-99,0,0,1,-99,-99,0,-99,-99,0,1,-99,-99,-99,3,-99,-99,-99,6,0,58,-99,0,0,0,0,0,-99,0,0,-99,-99,-99,0,-99,6,0,-99,-99,0,-99,-99,1,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,22,35,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,0,-99,-99,-99,5,-99,-99,-99,2,0,34,-99,0,0,0,0,0,-99,0,0,-99,-99,-99,0,-99,1,0,-99,-99,0,-99,-99,0,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,22,37,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,0,-99,-99,-99,4,-99,-99,-99,12,0,26,-99,0,0,0,0,0,-99,0,0,-99,-99,-99,0,-99,1,0,-99,-99,0,-99,-99,0,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,22,51,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,0,-99,-99,-99,0,-99,-99,-99,0,0,0,-99,0,0,0,0,0,-99,0,0,-99,-99,-99,0,-99,0,0,-99,-99,0,-99,-99,0,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,22,53,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,13,-99,-99,-99,24,-99,-99,-99,25,0,148,-99,0,0,0,38,0,-99,0,0,-99,-99,-99,0,-99,3,0,-99,-99,0,-99,-99,0,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,22,55,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,9,-99,-99,-99,114,-99,-99,-99,46,0,142,-99,0,0,0,8,0,-99,0,0,-99,-99,-99,0,-99,4,0,-99,-99,0,-99,-99,0,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,22,57,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,2,-99,-99,-99,6,-99,-99,-99,6,0,86,-99,0,0,0,1,0,-99,0,0,-99,-99,-99,0,-99,3,0,-99,-99,0,-99,-99,0,-99,0,-99,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,22,71,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,3,-99,-99,-99,7,-99,-99,-99,3,0,12,-99,0,0,0,6,0,-99,0,0,-99,-99,-99,0,-99,2,0,-99,-99,0,-99,-99,0,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,22,73,-99,-99,-99,0,0,2,-99,-99,0,-99,-99,0,15,-99,-99,-99,10,-99,-99,-99,17,0,29,-99,0,0,0,6,0,-99,0,0,-99,-99,-99,0,-99,4,0,-99,-99,0,-99,-99,1,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,22,75,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,1,0,-99,-99,-99,14,-99,-99,-99,5,0,43,-99,0,0,0,12,0,-99,0,0,-99,-99,-99,0,-99,3,0,-99,-99,0,-99,-99,0,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,22,77,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,4,-99,-99,-99,2,-99,-99,-99,11,0,63,-99,0,0,0,0,0,-99,0,0,-99,-99,-99,0,-99,2,0,-99,-99,0,-99,-99,0,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,23,11,-99,-99,-99,0,0,1,-99,-99,0,-99,-99,0,1,-99,-99,-99,0,-99,-99,-99,19,0,25,-99,0,0,0,0,0,-99,1,1,-99,-99,-99,0,-99,0,0,-99,-99,1,-99,-99,0,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,23,13,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,2,0,-99,-99,-99,5,-99,-99,-99,68,0,7,-99,0,0,0,0,0,-99,0,0,-99,-99,-99,0,-99,1,1,-99,-99,0,-99,-99,0,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,23,15,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,56,-99,-99,-99,1,-99,-99,-99,219,2,6,-99,0,0,0,0,0,-99,0,0,-99,-99,-99,0,-99,5,2,-99,-99,0,-99,-99,0,-99,0,-99,5,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,23,17,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,1,21,-99,-99,-99,4,-99,-99,-99,52,0,6,-99,0,0,0,1,0,-99,0,0,-99,-99,-99,0,-99,4,0,-99,-99,0,-99,-99,0,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,23,31,-99,-99,-99,0,0,0,-99,-99,3,-99,-99,0,0,-99,-99,-99,8,-99,-99,-99,26,0,18,-99,0,0,0,0,0,-99,0,0,-99,-99,-99,0,-99,1,0,-99,-99,0,-99,-99,0,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,23,33,-99,-99,-99,0,1,0,-99,-99,2,-99,-99,2,0,-99,-99,-99,7,-99,-99,-99,43,0,13,-99,0,0,0,0,0,-99,1,0,-99,-99,-99,0,-99,0,1,-99,-99,0,-99,-99,0,-99,0,-99,2,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,23,35,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,13,-99,-99,-99,2,-99,-99,-99,17,0,14,-99,0,0,0,0,0,-99,0,0,-99,-99,-99,0,-99,0,0,-99,-99,0,-99,-99,1,-99,0,-99,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,23,37,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,2,57,-99,-99,-99,17,-99,-99,-99,162,0,64,-99,0,0,0,0,0,-99,0,0,-99,-99,-99,0,-99,7,1,-99,-99,2,-99,-99,2,-99,0,-99,3,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,23,51,-99,-99,-99,0,0,2,-99,-99,0,-99,-99,0,0,-99,-99,-99,10,-99,-99,-99,674,0,159,-99,0,0,0,0,0,-99,0,0,-99,-99,-99,0,-99,0,0,-99,-99,0,-99,-99,2,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,23,53,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,8,-99,-99,-99,13,-99,-99,-99,71,0,22,-99,0,0,0,0,0,-99,0,0,-99,-99,-99,0,-99,1,1,-99,-99,0,-99,-99,2,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,23,55,-99,-99,-99,0,1,0,-99,-99,0,-99,-99,0,14,-99,-99,-99,3,-99,-99,-99,175,0,5,-99,0,0,0,0,0,-99,0,0,-99,-99,-99,0,-99,0,0,-99,-99,0,-99,-99,0,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,23,57,-99,-99,-99,0,1,1,-99,-99,0,-99,-99,0,3,-99,-99,-99,2,-99,-99,-99,1394,0,16,-99,0,0,0,0,1,-99,2,10,-99,-99,-99,0,-99,4,0,-99,-99,0,-99,-99,0,-99,58,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,23,71,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,0,-99,-99,-99,2,-99,-99,-99,11,0,51,-99,0,1,0,0,0,-99,0,0,-99,-99,-99,0,-99,2,0,-99,-99,0,-99,-99,0,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
Winter,Annual,1983,23,73,-99,-99,-99,0,0,0,-99,-99,0,-99,-99,0,7,-99,-99,-99,7,-99,-99,-99,31,0,75,-99,0,1,0,0,0,-99,0,0,-99,-99,-99,0,-99,4,0,-99,-99,0,-99,-99,0,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
