Season,Life History,Year,Plot,Quadrat,Amar_palm,Ambr_arte,Aris_adsc,Atri_eleg,Bahi_bite,Bail_mult,Boer_inte,Boer_spic,Boer_cout,Boer_torr,Boer_sp,Bout_aris,Bout_barb,Bout_sp,Cass_lept,Chen_frem,Chlo_virg,Crot_pumi,Cusc_sp,Dale_brac,Dith_wisl,Erag_arid,Erag_cili,Erig_dive,Erio_lemm,Erio_aber,Erod_cicu,Erod_texa,Eupho_exst,Euph_fend,Euph_micr,Euph_serp,Euph_serr,Hapl_grac,Ipom_cost,Kall_gran,Mach_tanr,Moll_cerv,Moll_vert,Moll_sp,Pani_ariz,Pani_hirt,Pani_mili,Pani_sp,Pect_papp,Port_parv,Prob_parv,Sals_kali,Sanv_aber,Sida_spin,Tide_lanu,Trag_bert,Tria_port,Verb_ence,unkn_sp,grass_unkn,Port_sp,Sida_sp
Summer,Annual,1984,17,55,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,17,57,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,2,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,17,71,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,17,73,-99,-99,0,-99,-99,1,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,17,75,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,17,77,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,1,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,18,11,-99,-99,0,-99,-99,4,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,18,13,-99,-99,0,-99,-99,1,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,18,15,-99,-99,0,-99,-99,1,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,18,17,-99,-99,0,-99,-99,5,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,18,31,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,1,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,18,33,-99,-99,0,-99,-99,1,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,1,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,18,35,-99,-99,0,-99,-99,1,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,1,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,18,37,-99,-99,0,-99,-99,2,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,18,51,-99,-99,0,-99,-99,1,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,20,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,18,53,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,18,55,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,18,57,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,18,71,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,18,73,-99,-99,0,-99,-99,2,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,18,75,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,18,77,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,19,11,-99,-99,0,-99,-99,8,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,19,13,-99,-99,0,-99,-99,1,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,19,15,-99,-99,0,-99,-99,0,-99,1,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,19,17,-99,-99,0,-99,-99,1,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,19,31,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,19,33,-99,-99,0,-99,-99,1,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,19,35,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,19,37,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,1,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,19,51,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,19,53,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,19,55,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,19,57,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,5,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,2,0,-99,0,-99,-99,-99,1,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,19,71,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,19,73,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,19,75,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,19,77,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,1,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,20,11,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,20,13,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,2,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,20,15,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,20,17,-99,-99,0,-99,-99,0,-99,1,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,1,0,-99,2,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,20,31,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,20,33,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,20,35,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,20,37,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,20,51,-99,-99,0,-99,-99,0,-99,1,-99,-99,-99,1,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,1,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,20,53,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,2,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,20,55,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,1,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,20,57,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,20,71,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,1,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,20,73,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,20,75,-99,-99,0,-99,-99,1,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,20,77,-99,-99,0,-99,-99,0,-99,1,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,21,11,-99,-99,0,-99,-99,0,-99,1,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,21,13,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,9,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,3,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,21,15,-99,-99,0,-99,-99,1,-99,1,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,4,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,21,17,-99,-99,0,-99,-99,7,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,19,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,21,31,-99,-99,4,-99,-99,0,-99,0,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,21,33,-99,-99,0,-99,-99,1,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,1,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,21,35,-99,-99,0,-99,-99,1,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,1,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,21,37,-99,-99,0,-99,-99,1,-99,1,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,21,51,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,8,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,21,53,-99,-99,0,-99,-99,3,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,21,55,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,4,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,21,57,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,24,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,21,71,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,21,73,-99,-99,0,-99,-99,2,-99,0,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,1,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,21,75,-99,-99,0,-99,-99,1,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,21,77,-99,-99,0,-99,-99,2,-99,0,-99,-99,-99,4,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,2,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,22,11,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,22,13,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,22,15,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,22,17,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,22,31,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,1,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1984,22,33,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
